fdcId,description,dataType,publicationDate,brandOwner,gtinUpc,foodNutrients
1932373,"1% LOW FAT CHOCOLATE MILK, CHOCOLATE",Branded,2021-07-29,"Schnuck Markets, Inc.",041318591040,"[{'number': '203', 'name': 'Protein', 'amount': 3.33, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 10.8, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 67.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 10.4, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 125, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 100, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 208, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 42.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.5, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 4.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.83, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2478662,1% LOW FAT CULTURED BUTTER MILK,Branded,2023-02-16,Price Chopper Supermarkets,041735054937,"[{'number': '203', 'name': 'Protein', 'amount': 3.33, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 42.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 75.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 48.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 4.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2078074,1% LOW FAT LACTOSE FREE MILK,Branded,2021-10-28,"Darigold, Inc. ",026400440406,"[{'number': '203', 'name': 'Protein', 'amount': 3.75, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 46.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 125, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 171, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 54.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 208, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 42.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 6.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2469131,1% LOW FAT LACTOSE FREE MILK,Branded,2023-02-16,"Wegmans Food Markets, Inc. ",07789015814,"[{'number': '203', 'name': 'Protein', 'amount': 3.75, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 46.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 130, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 175, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 54.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 2520.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 50.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 6.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '645', 'name': 'Fatty acids, total monounsaturated', 'amount': 0.21, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '646', 'name': 'Fatty acids, total polyunsaturated', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2079727,1% LOW FAT MILK,Branded,2021-10-28,"Quality Chekd Dairies, Inc.",071580000636,"[{'number': '203', 'name': 'Protein', 'amount': 3.33, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 4.58, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 42.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 4.58, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 104, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 46.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 208, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 42.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.5, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 6.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2301437,1% LOW FAT MILK,Branded,2022-05-23,Wakefern Food Corporation,041190467167,"[{'number': '203', 'name': 'Protein', 'amount': 3.33, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 42.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 104, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 117, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 52.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 312, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 17.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 4.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2487819,1% LOW FAT MILK,Branded,2023-02-16,"Clover Stornetta Farms, Inc.",070852000220,"[{'number': '203', 'name': 'Protein', 'amount': 4.17, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 6.25, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 50.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 6.25, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 158, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 212, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 67.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 2500.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 42.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 6.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2487837,1% LOW FAT MILK,Branded,2023-02-16,"Clover Stornetta Farms, Inc.",070852000626,"[{'number': '203', 'name': 'Protein', 'amount': 4.17, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 6.25, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 50.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 6.25, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 158, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 212, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 67.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 2500.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 42.0, 'unitName': 'IU', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 6.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2077959,1% LOW FAT MILK,Branded,2021-10-28,"Darigold, Inc. ",026400409168,"[{'number': '203', 'name': 'Protein', 'amount': 3.75, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.42, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 46.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 125, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '306', 'name': 'Potassium, K', 'amount': 171, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 54.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 208, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 42.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 0.5, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 6.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
2062759,1% LOW FAT MILK,Branded,2021-10-28,"Weis Markets, Inc.",041497097296,"[{'number': '203', 'name': 'Protein', 'amount': 3.33, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '204', 'name': 'Total lipid (fat)', 'amount': 1.04, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '205', 'name': 'Carbohydrate, by difference', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '208', 'name': 'Energy', 'amount': 42.0, 'unitName': 'KCAL', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '269', 'name': 'Total Sugars', 'amount': 5.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '291', 'name': 'Fiber, total dietary', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '301', 'name': 'Calcium, Ca', 'amount': 125, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '303', 'name': 'Iron, Fe', 'amount': 0.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '305', 'name': 'Phosphorus, P', 'amount': 83.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '307', 'name': 'Sodium, Na', 'amount': 44.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '318', 'name': 'Vitamin A, IU', 'amount': 208, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '324', 'name': 'Vitamin D (D2 + D3), International Units', 'amount': 50.0, 'unitName': 'IU', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '401', 'name': 'Vitamin C, total ascorbic acid', 'amount': 1.0, 'unitName': 'MG', 'derivationCode': 'LCCD', 'derivationDescription': 'Calculated from a daily value percentage per serving size measure'}, {'number': '601', 'name': 'Cholesterol', 'amount': 4.0, 'unitName': 'MG', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '605', 'name': 'Fatty acids, total trans', 'amount': 0.0, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}, {'number': '606', 'name': 'Fatty acids, total saturated', 'amount': 0.62, 'unitName': 'G', 'derivationCode': 'LCCS', 'derivationDescription': 'Calculated from value per serving size measure'}]"
